"ASV","log2FoldChange","deseq_pvalue","deseq_padj","wilcox_pvalue","wilcox_padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV4907",-5.4532819237256,0.00540498906687897,0.0116176201782341,0.00703269694057478,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Neo-b11","Unclassified"
"ASV4980",-5.41694181399965,0.0057346875760203,0.0121862110990431,0.00703269694057478,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","Unclassified"
"ASV4981",-5.38867920270949,0.00284315855825252,0.0067300082328256,0.0028462183361433,0.0172845640380103,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Unclassified"
"ASV5014",-5.3927852823755,0.00105931200883858,0.00285434215638062,0.00105371578979632,0.00778530827631822,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified","Unclassified"
"ASV5049",5.00810582385122,0.0113339326671148,0.0218049939171858,0.00703269694057478,0.0365323449759506,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV5130",5.05014815181386,0.0108195482360887,0.020944674121621,0.00703269694057478,0.0365323449759506,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unclassified"
"ASV5132",-5.3957383628754,0.000457505587066149,0.00139338020816563,0.000380426673390909,0.00327861323475331,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Unclassified","Unclassified"
"ASV5174",-5.31203224351272,0.00319873431460213,0.00748092070552016,0.00281822861869266,0.0172845640380103,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Ammoniphilus","Unclassified"
"ASV5254",-5.31141811761623,0.00706684045001608,0.0145539555523459,0.00705410240068292,0.0365323449759506,"Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis","Unclassified"
"ASV5255",-5.34860777231099,0.00123317283991035,0.00328494759349337,0.00106512868026907,0.00778530827631822,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","Unclassified"
"ASV5336",-5.25035541734841,0.000174969352409435,0.000597066950740224,0.000123202185810782,0.00138763535993127,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Unclassified","Unclassified"
"ASV5550",4.79235294170304,0.00433014935823511,0.00967127144643366,0.00106895119479056,0.00778530827631822,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"ASV5601",-5.20681226932691,0.00838236756007005,0.0167826845153437,0.00703269694057478,0.0365323449759506,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","Unclassified"
"ASV5744",4.67793026130373,0.0188363794427438,0.033641296495392,0.00705410240068292,0.0365323449759506,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Unclassified"
"ASV6291",-4.83945728997214,0.00829784419588915,0.0166491079896059,0.00285558548609658,0.0172845640380103,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Unclassified","Unclassified"
"ASV7144",-4.55218296215639,0.0135460674224022,0.0253311460798921,0.0028462183361433,0.0172845640380103,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea","Unclassified"
"ASV7230",-4.42345606660848,0.0284559093870067,0.046464619724248,0.00701132577091019,0.0365323449759506,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unclassified","Unclassified"
