"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Abundance","Prevalence","Total_Abundance","Percentage"
"74","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius_leucorotalis",18,1,305864,0.00588496848272435
"75","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius_nigrobrunneus",21,3,305864,0.00686579656317841
"76","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Nidulariaceae","Cyathus","Cyathus_olla",245,11,305864,0.0801009599037481
"77","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus_liliputianus",158,8,305864,0.0516569455705804
"78","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_deminutus",20,1,305864,0.00653885386969372
"79","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_radians",10,1,305864,0.00326942693484686
"80","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis_friesii",37,3,305864,0.0120968796589334
"81","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_kellermanii",14,1,305864,0.0045771977087856
"82","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Agrocybe","Agrocybe_pediades",230,9,305864,0.0751968195014778
"83","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Deconica","Deconica_crobula",190,7,305864,0.0621191117620903
"84","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Agaricomycetes_fam_Incertae_sedis","Akenomyces","Akenomyces_costatus",8,1,305864,0.00261554154787749
"85","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_eremophila",434,10,305864,0.141893128972354
"86","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa","Minimedusa_polyspora",310,12,305864,0.101352234980253
"87","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Waitea","Waitea_arvalis",38,3,305864,0.0124238223524181
"88","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Waitea","Waitea_circinata",27,3,305864,0.00882745272408652
"89","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Tubulicrinaceae","Butlerelfia","Butlerelfia_eustacei",6,1,305864,0.00196165616090812
"90","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Hyphodermataceae","Hyphoderma","Hyphoderma_obtusiforme",80,5,305864,0.0261554154787749
